filename,filepath,title,artist,album,album_artist,genre,date,duration_seconds,bpm,beaTunes_tempo_COLOR,beaTunes_SPECTRUM,beaTunes_COLOR,beaTunes_tempo_timbre_COLOR,MOOD_DANCEABILITY,Tuning,has_lyrics,lyrics_text
09 GEMINI-0-eternal.m4a,E:\iTunes\iTunes Media\Music\A9\15TH ANNIVERSARY BEST 「風月ノ詩」\09 GEMINI-0-eternal.m4a,GEMINI-0-eternal,A9,15TH ANNIVERSARY BEST 「風月ノ詩」,A9,J-Rock,2019-04-24,262.31,125,b4caa9,37.807087;99.0;45.2126;27.67323;30.011812;31.570868;38.586617;28.062992;31.181103;33.12992;30.401575;28.062992;31.96063;52.228348;35.468506;42.09449;51.44882;65.480316;65.09055;54.56693;53.007874;49.110237;23.385828;0.0;,e97d38,c698cb,15,2,No,
10 GEMINI-I-the void.m4a,E:\iTunes\iTunes Media\Music\A9\15TH ANNIVERSARY BEST 「風月ノ詩」\10 GEMINI-I-the void.m4a,GEMINI-I-the void,A9,15TH ANNIVERSARY BEST 「風月ノ詩」,A9,J-Rock,2019-04-24,253.05,125,0f11b7,44.822834;99.0;50.669292;37.417324;31.96063;26.114174;32.350395;30.401575;27.67323;32.740158;35.85827;32.740158;36.24803;58.854332;43.26378;47.16142;57.295277;67.42913;66.25984;76.3937;76.3937;77.173225;38.19685;0.0;,fa7d5e,abb3b1,26,5,No,
01 BAD LOVE.m4a,E:\iTunes\iTunes Media\Music\AAA\BAD LOVE - Single\01 BAD LOVE.m4a,BAD LOVE,AAA,BAD LOVE - Single,AAA,J-pop,2019-09-01,198.06,110,2719c7,47.940945;43.65354;50.279526;56.90551;40.535435;33.519684;99.0;81.46063;38.19685;34.299213;31.181103;53.397636;34.688976;47.940945;33.519684;41.704723;40.145668;56.515747;57.68504;70.15748;72.49606;86.137794;59.244095;0.0;,cc3ccc,c6ab7e,20,,No,
11 GEMINI-II-the luv.m4a,E:\iTunes\iTunes Media\Music\A9\15TH ANNIVERSARY BEST 「風月ノ詩」\11 GEMINI-II-the luv.m4a,GEMINI-II-the luv,A9,15TH ANNIVERSARY BEST 「風月ノ詩」,A9,J-Rock,2019-04-24,231.41,125,8e19af,30.011812;99.0;49.5;27.283466;25.334646;34.299213;30.401575;37.027557;34.299213;38.97638;33.519684;33.519684;39.755905;67.42913;44.43307;50.669292;61.192913;60.02362;58.074802;64.70079;59.244095;51.059055;25.724411;0.0;,e36734,6e716f,17,6,No,
01 Monoqlo City.m4a,E:\iTunes\iTunes Media\Music\ACE COLLECTION\Monoqlo City - Single\01 Monoqlo City.m4a,Monoqlo City,ACE COLLECTION,Monoqlo City - Single,ACE COLLECTION,Rock,2021-04-05,254.63,135,b0bcb9,56.90551;99.0;76.3937;32.740158;34.688976;36.637794;33.90945;35.078743;46.38189;28.84252;22.6063;32.740158;39.755905;43.65354;28.452757;40.145668;46.771652;41.704723;49.5;46.38189;39.755905;54.95669;33.90945;0.0;,d4b933,5e1f31,22,3,Sí,"[ACE COLLECTION「モノクロシティ」歌詞]

ロマンスなんて
気づかないフリしたい
外　出て
あなたを　少しだけ忘れたい
イヤホンがブルース
騒ぐ春色したブルー
ちょっと　横失礼
喫茶店あっちなもんでね

ポケットが知らす
重なる未読のメッセージ
メモ書き程度に　小さく隠して忘れたい
頭の隅　少しの間おやすみ
鍵かけて　陰れ

恋心ってたぶん
初めてからもう気づいていて
「まだ認めたくはない」と
「独り占めしたい」とのジレンマ
離れた方がいい
繰り返す呪文のように
もしかしたらにすがったまま

ざわめき出した胸を無視して
2つの自分を彷徨って
少し前の冷静な頃に
戻りたい
戻れない
無駄な推理が脳内に湧いて
シワがなかったシャツ気になって
嫉妬に揺らめいた
心が　吹き抜ける風を
追い越してゆく

こげ茶の戸
開けて数秒で
記憶がフラッシュバック
この前の鼻歌

頭の隅まで響く店のBG
2人共思い出したかった懐かしいメロ

どの方程式も
当てはまらないこの問は
解こうとするたび溶ける
まるで魔法にかかったマリオネット
離れた方がいい
繰り返す呪文のように
唱えるほどに落ちてゆくの

恋とだけは呼ばないと
決めたの
初めての日
使い古した赤い糸をなぞっては
屁理屈並べて
まだ鍵は持ったまま

ざわめき出した胸を無視して
2つの自分を彷徨って
少し前の冷静な頃に
戻りたい戻れない
戻りたい戻れない

愛されたいよ
周りの異性が
全て消え去れ
とか思うよ
被害妄想ばっかして
また心臓痛くてさ

バカだよほんと
壊れた脳裏
落ち着いてまた見失って
気がつけば鍵を開けて
二人だけの世界
仰いでいるの"
03 Usseewa.mp3,E:\iTunes\iTunes Media\Music\Ado\Ado 'Ready For My Show Playlist'\03 Usseewa.mp3,Usseewa,Ado,Ado 'Ready For My Show Playlist',Ado,J-Pop,2020-10-23,205.04,89,010101,63.921257;82.62992;53.7874;36.24803;61.972443;46.771652;57.68504;47.55118;59.244095;55.34646;57.295277;52.61811;62.75197;72.885826;52.228348;66.649605;74.444885;96.27165;74.444885;54.95669;62.75197;99.0;72.885826;0.0;,e6366c,896d61,98,-23,Sí,"[Ado「うっせぇわ」歌詞]

[Intro]
正しさとは 愚かさとは
それが何か見せつけてやる

[Verse 1]
ちっちゃな頃から優等生
気づいたら大人になっていた
ナイフの様な思考回路
持ち合わせる訳もなく
でも遊び足りない 何か足りない
困っちまうこれは誰かのせい
あてもなくただ混乱するエイデイ

[Pre-Chorus]
それもそっか
最新の流行は当然の把握
経済の動向も通勤時チェック
純情な精神で入社しワーク
社会人じゃ当然のルールです

[Chorus]
はぁ？うっせぇうっせぇうっせぇわ
あなたが思うより健康です
一切合切凡庸な
あなたじゃ分からないかもね
嗚呼よく似合う
その可もなく不可もないメロディー
うっせぇうっせぇうっせぇわ
頭の出来が違うので問題はナシ

[Verse 2]
つっても私模範人間
殴ったりするのはノーセンキュー
だったら言葉の銃口を
その頭に突きつけて撃てば
マジヤバない？止まれやしない
不平不満垂れて成れの果て
サディスティックに変貌する精神

[Pre-Chorus]
クソだりぃな
酒が空いたグラスあれば直ぐに注ぎなさい
皆がつまみ易いように串外しなさい
会計や注文は先陣を切る
不文律最低限のマナーです

[Chorus]
はぁ？うっせぇうっせぇうっせぇわ
くせぇ口塞げや限界です
絶対絶対現代の代弁者は私やろがい
もう見飽きたわ
二番煎じ言い換えのパロディ
うっせぇうっせぇうっせぇわ
丸々と肉付いたその顔面にバツ

[Bridge]
うっせぇうっせぇうっせぇわ
(うっせぇうっせぇうっせぇわ)
うっせぇうっせぇうっせぇわ
私が俗に言う天才です

[Chorus]
うっせぇうっせぇうっせぇわ
あなたが思うより健康です
一切合切凡庸な
あなたじゃ分からないかもね
嗚呼つまらねぇ
何回聞かせるんだそのメモリー
うっせぇうっせぇうっせぇわ
アタシも大概だけど
どうだっていいぜ問題はナシ"
01 Chocolat Cadabra.mp3,E:\iTunes\iTunes Media\Music\Ado\Ado 'Ready For My Show Playlist'\01 Chocolat Cadabra.mp3,Chocolat Cadabra,Ado,Ado 'Ready For My Show Playlist',Ado,J-Pop,2024-01-31,183.98,137,b5c6c0,63.14173;54.95669;35.468506;53.007874;38.97638;53.397636;52.228348;46.38189;62.362206;49.110237;49.110237;70.93701;65.09055;69.37795;50.279526;67.03937;94.32283;88.47638;77.173225;74.055115;99.0;90.03543;47.55118;0.0;,e22f82,a28875,17,3,Sí,"[Ado「ショコラカタブラ」歌詞]

[Intro]
(魔術帯びる甘口)
(呪文は一口)
(ステージに招待)
ショコラカタブラ
(魅了する chocolate で)
(世界ごと塗り替えて)
(私ごとデコレート)

[Verse 1]
ショコラで描き出す魔法
よく見てて星座の製法
魔法炉の factory は
深夜 愛を作り出してるんだ
カジッた瞬間 花火があがるんだ

[Pre-Chorus]
(お口に誘惑で)
(蜃気楼の奥へ)
(スポットライトの熱)
内緒の呪文さ
夢の合言葉は

[Chorus]
ショコラカタブラ
(Love me, love, yeah) (Love me, love, yeah)
(Love me, love-)
ショコラカタブラ
(Love me, love, yeah) (Love me, love, yeah)
(Love me, love-)

[Post-Chorus]
ねえねえヘンゼルグレーテル
もっとおいしい夢を見ようよ
夜の頬落とす魔法
ショコラカタブラ
月蝕 日蝕の nightclub
ワルツ踊って ほら揺らぐ
連れてって
ショコラカタブラ
Bite of wonder カジッた
止まんない 三体 bitter-dance
夢幻と幽幻の根源は
ショコラカタブラ
夜色の happy end
朝までずっと永遠
召しませ ショコラ・ラ・ラ

[Bridge]
「もっと美味しくなれ」
月の夜へ味覚 注いで endorphine
Ticket 持って 旅行券 幻想へ
少年 童話の中の dancehall ねぇおいで
抜け出そうか 太陽系

[Pre-Chorus]
(魔術帯びる甘口)
(呪文は一口)
(ステージに招待 君は)
(You're my sugar, lovely)
Taste me and embrace me, in this fantasy we'll play
(Cho-co-late-ca-da-bu-love)

[Chorus]
ショコラカタブラ
(Lovе me, love, yeah) (Lovе me, love, yeah)
(Love me, love-)
ショコラカタブラ
(Love me, love, yeah) (Love me, love, yeah)
(Love me, love-)

[Post-Chorus]
これより甘いの苦いの 太陽の熱って
教えてよ お菓子の言葉で
満月を溶かした ココアバターで
味わわせて 口溶けの love
絵本の世界に連れ出して (Yeah)
ほろ苦い呪文で ショコラカタブラ
昼夜 境界 融かす魔法 (Yeah)
かけてよ
ショコラカタブラ, ahh"
04 New Genesis (UTA from ONE PIECE F.mp3,E:\iTunes\iTunes Media\Music\Ado\Ado 'Ready For My Show Playlist'\04 New Genesis (UTA from ONE PIECE F.mp3,New Genesis (UTA from ONE PIECE FILM RED),Ado,Ado 'Ready For My Show Playlist',Ado,J-Pop,2022-06-08,228.31,175,1b0d1d,50.279526;99.0;60.413383;37.417324;40.535435;44.822834;35.078743;29.622047;33.90945;25.334646;22.216536;23.385828;24.944883;30.011812;22.996063;28.84252;31.96063;34.688976;35.85827;40.535435;45.2126;45.602364;26.503939;0.0;,b6e84f,1e111f,23,,Sí,"[Ado ｢新時代 (ウタ from ONE PIECE FILM RED)｣ 歌詞]

[Intro]
新時代はこの未来だ
世界中全部変えてしまえば, 変えてしまえば

[Verse 1]
ジャマモノ, やなものなんて消して
この世とメタモルフォーゼしようぜ
ミュージック, キミが起こすマジック

[Verse 2]
目を閉じれば未来が開いて
いつまでも終わりが来ないようにって
この歌を歌うよ

[Pre-Chorus]
Do you wanna play?
リアルゲーム, ギリギリ, 網渡りみたいな旋律
認めない 戻れない 忘れたい, 夢の中に居させて
I wanna be free
見えるよ新時代が世界の向こうへ
さあ行くよ, New world

[Chorus]
新時代はこの未来だ
世界中全部変えてしまえば, 変えてしまえば
果てしない音楽がもっと届くように
夢は見ないわ, キミが話した
｢ボクを信じて｣

[Interlude]
Ooh

[Verse 3]
あれこれいらないものは消して
リアルをカラフルに越えようぜ
ミュージック, 今始まるライジング

[Verse 4]
目をつぶりみんなで逃げようよ
今よりイイモノを見せてあげるよ
この歌を歌えば

[Pre-Chorus]
Do you wanna play?
リアルゲーム, ギリギリ, 網渡りみたいな運命
認めない 戻れない 忘れたい, 夢の中に居させて
I wanna be free
見えるよ新時代が世界の向こうへ
さあ行くよ, New world

[Chorus]
信じたいわこの未来を
世界中全部変えてしまえば, 変えてしまえば
果てしない音楽がもっと届くように
夢を見せるよ, 夢を見せるよ
新時代だ

[Interlude]
Ooh

[Outro]
新時代だ"
02 Show.mp3,E:\iTunes\iTunes Media\Music\Ado\Ado 'Ready For My Show Playlist'\02 Show.mp3,Show,Ado,Ado 'Ready For My Show Playlist',Ado,J-Pop,2023-09-06,189.86,132,af9fba,54.56693;99.0;73.27559;62.362206;54.56693;68.98819;70.54724;60.80315;70.15748;72.1063;65.09055;56.90551;67.81889;67.03937;51.83858;72.49606;72.49606;78.342514;69.767715;69.37795;78.342514;87.69685;51.059055;0.0;,db296b,7a4c49,24,,Sí,"[Ado「唱」歌詞]

[Intro]
Na-na, na-na-na
Ready for my show
Okay, たちまち独壇場
Listen, listen
Na-na, na-na-na
Ready for my show
傾け
振り切ろう (Giga, TeddyLoid)

[Verse 1]
Ha! ヤーヤーヤーヤーヤー 唱タイム
天辺の御成り ほらおいで
宵をコンプリート オーライ hell yeah, yeah, yeah
だんだんノリノリで超簡単 brah, brah, brah! Pow
えも言われない ain't nobody stop (Ha, ha)

[Verse 2]
Oh, 全土絢爛豪華
Attention 騒ごうか
意思表示にもうじき衝撃の声高らか堂々登板
もう伽監洞は疾っくの疾う淘汰
Ay, 繚乱桜花 御出座しだ ah

[Pre-Chorus]
格好つけてるつもりは no, no
オートマティックに溢れちゃう本能
宣う断頭台の上で 燥げ華麗
Da-rat-a-tat-a, warning!

[Chorus]
Na-na, na-na-na
Ready for my show
バンザイ 遊ぶ気に寿
Shout it out, shout it out
Na-na, na-na-na
Ready for my show
はんなり 感情通りに八艘飛び
Shout it out, shout it out (Ooh)

[Post-Chorus]
(Hey, uh) 食らっちゃいな
(Hey, ha) Rat-tat-tat-tat-tat (Pull up)
(Hey uh, wa-wa-wa)
満開 総員一気にとびきり jump around

[Verse 3]
Look at me now
皮膚を破りそうな程に跳ねる心臓
くらい激情的仕様 (Exotic vox)
イニミニマニモ
ご来場からのご来光
かくれんぼしてるその気持ち解放
(理性アディオス)
しゃかりきじみちゃう (Ayy, ayy, ayy, ayy)

[Verse 4]
蛇腹刃蛇尾 騙る二枚刃
野心家 嫉妬するようなジュース
たぶらかすな かっとなっちゃ嫌
カルマに至る前に揺蕩うわ
蛇腹刃蛇尾 騙る二枚刃
野心家 嫉妬するようなジュース
たぶらかすな かっとなっちゃ嫌
十色のバタフライ (No escape)

[Bridge]
ご存じの通り 騒々しい鼓動に
絆されてもう止まれない
衝動に塗装し描いた daybreak
肺貫通低音狂

[Pre-Chorus]
Na-na, na-na-na
Ready for my show
異例の危険度 比類なき活気充満
Na-na, na-na-na
Ready for my show
いちかばちか 鳴呼

[Chorus]
Na-na, na-na-na
Ready for my show
バンザイ 遊ぶ気に寿
Shout it out, shout it out
Na-na, na-na-na
Ready for my show
喝采巻き起こすために stay
一切合切忘れて shout it out

[Post-Chorus]
Ay, woah-oh-oh-oh
右に左 まとめて rat-a-tat-a-tat (Pull up)
思いっ切り一気に (Clap, clap, clap)
なにはともあれ ご唱和あれ
Shout it out, shout it out"
05 Backlight (UTA from ONE PIECE FIL.mp3,E:\iTunes\iTunes Media\Music\Ado\Ado 'Ready For My Show Playlist'\05 Backlight (UTA from ONE PIECE FIL.mp3,Backlight (UTA from ONE PIECE FILM RED),Ado,Ado 'Ready For My Show Playlist',Ado,J-Pop,2022-07-06,237.77,145,705460,61.192913;99.0;61.192913;39.755905;40.925198;33.12992;45.2126;29.622047;32.350395;32.350395;54.56693;51.83858;61.972443;88.08661;70.15748;68.59843;84.18898;71.32677;76.78346;56.515747;59.633858;65.09055;50.279526;0.0;,db5133,545447,32,-2,Sí,"[Ado「逆光 (ウタ from ONE PIECE FILM RED)」歌詞]

[Verse 1]
散々な思い出は悲しみを穿つほど
やるせない恨みはアイツのために
置いてきたのさ

[Pre-Chorus]
あんたらわかっちゃないだろ
本当に傷む孤独を
今だけ箍外してきて

[Chorus]
怒りよ今
悪党ぶっ飛ばして
そりゃあ愛ある罰だ
もう眠くはないや
ないやないや
もう悲しくないさ
ないさ
そう、怒りよ今
悪党蹴り飛ばして
そりゃあ愛への罰だ
もう眠くはないな
ないなないな
もう寂しくないさ
ないさ
逆光よ

[Post-Chorus]
(Na-na-na-na-na-na-na-na)
(Na-na-na-na-na-na-na-na)
(Na-na-na-na-na-na-na-na)

[Verse 2]
惨憺たる結末は美しさを纏うほど
限りなく、体温に近い
「赤」に彩られていた
散漫な視界でも美しさがわかるほど
焼き付ける光を背に受ける
「赤」に気を取られている

[Pre-Chorus]
もつれてしまった心は
解っている今でも
ほつれてしまった
言葉が焦っている

[Chorus]
怒りよ今
悪党ぶっ飛ばして
そりゃあ愛ある罰だ
もう眠くはないや
ないやないや
もう悲しくないさ
ないさ
そう、怒りよ今
悪党蹴り飛ばして
そりゃあ愛への罰だ
もう眠くはないな
ないなないな
もう寂しくないさ
ないさ
逆光よ

[Bridge]
もう、怒り願った言葉は
崩れ、へたってしまったが
今でも未練たらしくしている
あぁ、何度も放った言葉が
届き、解っているのなら
なんて、夢見が苦しいから

[Chorus]
もう怒りよまた
悪党ぶっ飛ばして
そりゃあ愛ある罰だ
もう眠くはないや
ないやないや
もう悲しくないさ
ないさ
そう、怒りよさぁ
悪党ふっ飛ばして
そりゃあ愛への罰だ
もう眠くはないな
ないなないな
もう寂しくないさ
ないさ
逆光よ

[Post-Chorus]
(Na-na-na-na-na-na-na-na)
(Na-na-na-na-na-na-na-na)
(Na-na-na-na-na-na-na-na)"
08 unravel.mp3,E:\iTunes\iTunes Media\Music\Ado\Ado 'Ready For My Show Playlist'\08 unravel.mp3,unravel,Ado,Ado 'Ready For My Show Playlist',Ado,J-Pop,2023-11-15,239.52,135,84504e,79.90157;99.0;55.73622;54.56693;60.413383;57.68504;41.31496;39.755905;43.26378;47.16142;45.602364;56.125984;64.31102;78.732285;52.61811;76.78346;83.019684;82.24016;83.40945;90.81496;90.03543;95.88189;55.34646;0.0;,f75a69,d4c075,15,1,Sí,"[Ado「unravel」歌詞]

[Intro]
教えて 教えてよ
その仕組みを 僕の中に誰がいるの？
壊れた 壊れたよ
この世界で 君が笑う 何も見えずに

[Verse 1]
壊れた僕なんてさ 息を止めて
ほどけない もう ほどけないよ
真実さえ freeze

[Pre-Chorus]
壊せる 壊せない 狂える 狂えない
あなたを見つけて 揺れた

[Chorus]
歪んだ世界にだんだん僕は透き通って見えなくなって
見つけないで 僕のことを 見つめないで
誰かが描いた世界の中で
あなたを傷つけたくはないよ
憶えていて 僕のことを 鮮やかなまま

[Verse 2]
無限に広がる孤独が絡まる
無邪気に笑った記憶が刺さって
動けない、動けない、動けない
動けない、動けない、動けないよ
Unravelling the world

[Instrumental Break]

[Bridge]
変わってしまった 変えられなかった
2つが絡まる 2人が滅びる
壊せる 壊せない 狂える 狂えない
あなたを汚せないよ 揺れた

[Chorus]
歪んだ世界にだんだん僕は透き通って見えなくなって
見つけないで 僕のことを 見つめないで
誰かが仕組んだ孤独な罠に
未来がほどけてしまう前に
思い出して 僕のことを 鮮やかなまま

[Post-Chorus]
忘れないで、忘れないで
忘れないで、忘れないで
変わってしまったことに paralyze
変えられないことだらけ paradise
憶えてて 僕のことを

[Outro]
教えて 教えて
僕の中に誰がいるの？"
07 Kura Kura.mp3,E:\iTunes\iTunes Media\Music\Ado\Ado 'Ready For My Show Playlist'\07 Kura Kura.mp3,Kura Kura,Ado,Ado 'Ready For My Show Playlist',Ado,J-Pop,2023-10-05,191.22,94,120919,86.52756;91.98425;61.582676;63.531494;55.73622;54.177166;51.44882;45.992126;50.669292;47.55118;51.059055;59.633858;52.61811;56.125984;45.602364;55.34646;65.480316;67.03937;64.31102;79.90157;86.52756;99.0;62.362206;0.0;,fd6d90,807566,17,-1,Sí,"[Ado「クラクラ」歌詞]

[Intro]
(Question 大胆に演じて)
(Question 他愛のない人生)
(Question 背反と安寧)
(Question, what? x x x x x)

[Verse 1]
真っ二つだね世界は
隠したそれぞれの正義は
拮抗するがらんどう
ダマになり重なって
(Two-sided, two-face)

[Verse 2]
常識・劣勢・裏の裏
最後も最期も関係ない
間一髪がスタンダード
どうにかしてきたんだ

[Pre-Chorus]
狂ったストーリー 全てが決まってたように
のべつ幕無しに異常事態
大抵わけもない

[Chorus]
正しい間違いが不安定で
裏返しの本音が溜まってゆく
消化する術がないことも
気付かずに立ち向かうの？
悲しくなどないけど こんなんじゃまだ
100% は分からない
もう不安など消してしまえたら良いと願って望んで憂い

[Post-Chorus]
そのカーテンが翻ったなら
って理想と現実揺らぐんだ
クラクラ

[Verse 3]
身一つで生き抜いた
土砂降りに固まる不平不満
逆行する世界も
たまに味方となって
(Two-sided, two-face)

[Verse 4]
正義で正義に抗うの？
サイコロ振っても平行線
どうして？
なんで世界はドラマみたいにうまくいかないのだろう

[Interlude]
(Question 大胆に演じて)

[Pre-Chorus]
冴えないジョークで笑えたあの頃のように
特別はいつも目の前にある
大抵わけもない日常

[Chorus]
寂しい言葉がフラッシュバックしてる
泣いてしまえたら楽だったかな
どっち付かずで嫌になるな
守りたいものは何？
知らないことばっかだ こんなんじゃまだ
1% にも満たない
って悩んで学んで繰り返し
少しずつ見えてきた未来

[Chorus]
正しい間違いが不安定で
裏返しの本音が溜まってゆく
消化する術がないことも
気付かずに立ち向かうの？
悲しくなどないけど こんなんじゃまだ
100% は分からない
もう不安など消してしまえたら良いと願って望んで憂い

[Post-Chorus]
そのカーテンが翻ったなら
って理想と現実揺らぐんだ
クラクラ

[Outro]
(Question 大胆に演じて)
(Question 他愛のない人生)
(Question 背反と安寧)
(Question, what? x x x x x)"
